FunctionName, RelativePath,NumberOfBugs
visible_and_exported, bash-4.2\variables.c, 0
visible_var, bash-4.2\variables.c, 0
vlist_add, bash-4.2\variables.c, 0
vlist_alloc, bash-4.2\variables.c, 0
vlist_realloc, bash-4.2\variables.c, 0
builtin_address_internal, bash-4.2\builtins\common.c, 0
parser_error, bash-4.2\error.c, 0
clean_simple_command, bash-4.2\make_cmd.c, 0
command_connect, bash-4.2\make_cmd.c, 0
connect_async_list, bash-4.2\make_cmd.c, 0
make_arith_command, bash-4.2\make_cmd.c, 0
make_arith_for_command, bash-4.2\make_cmd.c, 0
make_case_command, bash-4.2\make_cmd.c, 0
make_coproc_command, bash-4.2\make_cmd.c, 0
make_for_command, bash-4.2\make_cmd.c, 0
make_function_def, bash-4.2\make_cmd.c, 0
make_group_command, bash-4.2\make_cmd.c, 0
make_here_document, bash-4.2\make_cmd.c, 0
make_if_command, bash-4.2\make_cmd.c, 0
make_pattern_list, bash-4.2\make_cmd.c, 0
make_select_command, bash-4.2\make_cmd.c, 0
make_simple_command, bash-4.2\make_cmd.c, 0
make_subshell_command, bash-4.2\make_cmd.c, 0
make_until_command, bash-4.2\make_cmd.c, 0
make_while_command, bash-4.2\make_cmd.c, 0
cleanup_dead_jobs, bash-4.2\nojobs.c, 0
discard_parser_constructs, bash-4.2\y.tab.c, 0
discard_until, bash-4.2\y.tab.c, 0
error_token_from_text, bash-4.2\y.tab.c, 0
error_token_from_token, bash-4.2\y.tab.c, 0
find_reserved_word, bash-4.2\y.tab.c, 0
handle_eof_input_unit, bash-4.2\y.tab.c, 0
init_yy_io, bash-4.2\y.tab.c, 0
parse_compound_assignment, bash-4.2\y.tab.c, 0
parse_comsub, bash-4.2\y.tab.c, 0
parse_matched_pair, bash-4.2\y.tab.c, 0
print_offending_line, bash-4.2\y.tab.c, 0
print_prompt, bash-4.2\y.tab.c, 0
prompt_again, bash-4.2\y.tab.c, 0
read_a_line, bash-4.2\y.tab.c, 0
read_secondary_line, bash-4.2\y.tab.c, 0
read_token, bash-4.2\y.tab.c, 0
read_token_word, bash-4.2\y.tab.c, 0
report_syntax_error, bash-4.2\y.tab.c, 0
reserved_word_acceptable, bash-4.2\y.tab.c, 0
restore_token_state, bash-4.2\y.tab.c, 0
rewind_input_string, bash-4.2\y.tab.c, 0
save_token_state, bash-4.2\y.tab.c, 0
shell_getc, bash-4.2\y.tab.c, 0
shell_ungetc, bash-4.2\y.tab.c, 0
special_case_tokens, bash-4.2\y.tab.c, 0
stream_on_stack, bash-4.2\y.tab.c, 0
time_command_acceptable, bash-4.2\y.tab.c, 0
yy_getc, bash-4.2\y.tab.c, 0
yy_input_name, bash-4.2\y.tab.c, 0
yy_stream_get, bash-4.2\y.tab.c, 0
yy_stream_unget, bash-4.2\y.tab.c, 0
yy_string_get, bash-4.2\y.tab.c, 0
yy_string_unget, bash-4.2\y.tab.c, 0
yy_ungetc, bash-4.2\y.tab.c, 0
xrealloc, bash-4.2\lib\termcap\tparam.c, 0
yyerror, bash-4.2\y.tab.c, 0
yylex, bash-4.2\y.tab.c, 0
logname_builtin, bash-4.2\examples\loadables\logname.c, 0
savestring, bash-4.2\lib\readline\savestring.c, 0
invert_case_line, bash-4.2\lib\readline\examples\manexamp.c, 0
rl_gets, bash-4.2\lib\readline\examples\manexamp.c, 0
sync_builtin, bash-4.2\examples\loadables\sync.c, 0
malloc_set_register, bash-4.2\lib\malloc\table.c, 0
wait_sigint_handler, bash-4.2\nojobs.c, 0
get_name_for_error, bash-4.2\error.h, 0
command_errstr, bash-4.2\error.c, 0
error_prolog, bash-4.2\error.c, 0
default_tty_job_signals, bash-4.2\jobs.h, 0
process_exit_status, bash-4.2\nojobs.c, 0
_rl_handle_signal, bash-4.2\lib\readline\signals.c, 0
rl_maybe_set_sighandler, bash-4.2\lib\readline\signals.c, 0
rl_set_sighandler, bash-4.2\lib\readline\signals.c, 0
rl_sigaction, bash-4.2\lib\readline\signals.c, 0
rl_signal_handler, bash-4.2\lib\readline\signals.c, 0
_rl_get_locale_var, bash-4.2\lib\readline\nls.c, 0
find_codeset, bash-4.2\lib\readline\nls.c, 0
normalize_codeset, bash-4.2\lib\readline\nls.c, 0
perl_main, bash-4.2\examples\loadables\perl\iperl.c, 0
com_cd, bash-4.2\lib\readline\examples\fileman.c, 0
com_delete, bash-4.2\lib\readline\examples\fileman.c, 0
com_help, bash-4.2\lib\readline\examples\fileman.c, 0
com_list, bash-4.2\lib\readline\examples\fileman.c, 0
com_pwd, bash-4.2\lib\readline\examples\fileman.c, 0
com_quit, bash-4.2\lib\readline\examples\fileman.c, 0
com_rename, bash-4.2\lib\readline\examples\fileman.c, 0
com_stat, bash-4.2\lib\readline\examples\fileman.c, 0
com_view, bash-4.2\lib\readline\examples\fileman.c, 0
command_generator, bash-4.2\lib\readline\examples\fileman.c, 0
dupstr, bash-4.2\lib\readline\examples\fileman.c, 0
execute_line, bash-4.2\lib\readline\examples\fileman.c, 0
fileman_completion, bash-4.2\lib\readline\examples\fileman.c, 0
find_command, bash-4.2\lib\readline\examples\fileman.c, 0
initialize_readline, bash-4.2\lib\readline\examples\fileman.c, 0
stripwhite, bash-4.2\lib\readline\examples\fileman.c, 0
too_dangerous, bash-4.2\lib\readline\examples\fileman.c, 0
valid_argument, bash-4.2\lib\readline\examples\fileman.c, 0
print_builtin, bash-4.2\examples\loadables\print.c, 0
printargs, bash-4.2\examples\loadables\print.c, 0
freewords, bash-4.2\lib\readline\histexpand.c, 0
get_history_word_specifier, bash-4.2\lib\readline\histexpand.c, 0
get_subst_pattern, bash-4.2\lib\readline\histexpand.c, 0
hist_error, bash-4.2\lib\readline\histexpand.c, 0
hist_string_extract_single_quoted, bash-4.2\lib\readline\histexpand.c, 0
history_expand_internal, bash-4.2\lib\readline\histexpand.c, 0
history_find_word, bash-4.2\lib\readline\histexpand.c, 0
history_substring, bash-4.2\lib\readline\histexpand.c, 0
history_tokenize_internal, bash-4.2\lib\readline\histexpand.c, 0
history_tokenize_word, bash-4.2\lib\readline\histexpand.c, 0
postproc_subst_rhs, bash-4.2\lib\readline\histexpand.c, 0
quote_breaks, bash-4.2\lib\readline\histexpand.c, 0
ttgetattr, bash-4.2\lib\sh\shtty.c, 0
ttsetattr, bash-4.2\lib\sh\shtty.c, 0
alloc_pid_list, bash-4.2\nojobs.c, 0
find_proc_slot, bash-4.2\nojobs.c, 0
get_termsig, bash-4.2\nojobs.c, 0
isolate_tilde_prefix, bash-4.2\lib\readline\tilde.c, 0
make_child, bash-4.2\jobs.c, 0
memory_out, bash-4.2\lib\termcap\tparam.c, 0
reap_dead_jobs, bash-4.2\jobs.h, 0
wait_for_background_pids, bash-4.2\jobs.c, 0
unlink_builtin, bash-4.2\examples\loadables\unlink.c, 0
async_redirect_stdin, bash-4.2\execute_cmd.c, 0
bind_lastarg, bash-4.2\execute_cmd.c, 0
builtin_status, bash-4.2\execute_cmd.c, 0
cleanup_redirects, bash-4.2\execute_cmd.c, 0
close_pipes, bash-4.2\execute_cmd.c, 0
do_piping, bash-4.2\execute_cmd.c, 0
dup_error, bash-4.2\execute_cmd.c, 0
execute_builtin, bash-4.2\execute_cmd.c, 0
execute_builtin_or_function, bash-4.2\execute_cmd.c, 0
execute_case_command, bash-4.2\execute_cmd.c, 0
execute_connection, bash-4.2\execute_cmd.c, 0
execute_disk_command, bash-4.2\execute_cmd.c, 0
execute_for_command, bash-4.2\execute_cmd.c, 0
execute_function, bash-4.2\execute_cmd.c, 0
execute_if_command, bash-4.2\execute_cmd.c, 0
execute_in_subshell, bash-4.2\execute_cmd.c, 0
execute_intern_function, bash-4.2\execute_cmd.c, 0
execute_null_command, bash-4.2\execute_cmd.c, 0
execute_pipeline, bash-4.2\execute_cmd.c, 3
execute_shell_script, bash-4.2\execute_cmd.c, 0
execute_simple_command, bash-4.2\execute_cmd.c, 0
execute_subshell_builtin_or_function, bash-4.2\execute_cmd.c, 0
execute_until_command, bash-4.2\execute_cmd.c, 0
execute_while_command, bash-4.2\execute_cmd.c, 0
execute_while_or_until, bash-4.2\execute_cmd.c, 0
fix_assignment_words, bash-4.2\execute_cmd.c, 4
getinterp, bash-4.2\execute_cmd.c, 0
initialize_subshell, bash-4.2\execute_cmd.c, 0
is_dirname, bash-4.2\execute_cmd.c, 0
lastpipe_cleanup, bash-4.2\execute_cmd.c, 0
restore_stdin, bash-4.2\execute_cmd.c, 0
shell_control_structure, bash-4.2\execute_cmd.c, 0
set_dollar_vars_changed, bash-4.2\builtins\common.h, 0
builtin_address, bash-4.2\builtins\common.c, 0
builtin_error_prolog, bash-4.2\builtins\common.c, 0
builtin_warning, bash-4.2\builtins\common.c, 0
display_signal_list, bash-4.2\builtins\common.c, 0
dollar_vars_changed, bash-4.2\builtins\common.c, 0
get_exitstat, bash-4.2\builtins\common.c, 0
no_args, bash-4.2\builtins\common.c, 0
read_octal, bash-4.2\builtins\common.c, 0
sh_badpid, bash-4.2\builtins\common.c, 0
sh_chkwrite, bash-4.2\builtins\common.c, 0
sh_erange, bash-4.2\builtins\common.c, 0
sh_invalidid, bash-4.2\builtins\common.c, 0
sh_invalidoptname, bash-4.2\builtins\common.c, 0
sh_invalidsig, bash-4.2\builtins\common.c, 0
sh_notbuiltin, bash-4.2\builtins\common.c, 0
sh_notfound, bash-4.2\builtins\common.c, 0
sh_ttyerror, bash-4.2\builtins\common.c, 0
sh_wrerror, bash-4.2\builtins\common.c, 0
shell_builtin_compare, bash-4.2\builtins\common.c, 0
_find_in_table, bash-4.2\builtins\mkbuiltins.c, 0
add_documentation, bash-4.2\builtins\mkbuiltins.c, 0
array_add, bash-4.2\builtins\mkbuiltins.c, 0
array_create, bash-4.2\builtins\mkbuiltins.c, 0
array_free, bash-4.2\builtins\mkbuiltins.c, 0
builtin_handler, bash-4.2\builtins\mkbuiltins.c, 0
comment_handler, bash-4.2\builtins\mkbuiltins.c, 0
copy_builtin, bash-4.2\builtins\mkbuiltins.c, 0
copy_string_array, bash-4.2\builtins\mkbuiltins.c, 0
current_builtin, bash-4.2\builtins\mkbuiltins.c, 0
depends_on_handler, bash-4.2\builtins\mkbuiltins.c, 0
docname_handler, bash-4.2\builtins\mkbuiltins.c, 0
end_handler, bash-4.2\builtins\mkbuiltins.c, 0
extract_info, bash-4.2\builtins\mkbuiltins.c, 0
fcopy, bash-4.2\lib\readline\examples\rlcat.c, 0
find_directive, bash-4.2\builtins\mkbuiltins.c, 0
free_builtin, bash-4.2\builtins\mkbuiltins.c, 0
free_defs, bash-4.2\builtins\mkbuiltins.c, 0
function_handler, bash-4.2\builtins\mkbuiltins.c, 0
get_arg, bash-4.2\builtins\mkbuiltins.c, 0
is_assignment_builtin, bash-4.2\builtins\mkbuiltins.c, 0
is_posix_builtin, bash-4.2\builtins\mkbuiltins.c, 0
is_special_builtin, bash-4.2\builtins\mkbuiltins.c, 0
line_error, bash-4.2\builtins\mkbuiltins.c, 0
mark_dead_jobs_as_notified, bash-4.2\jobs.c, 0
must_be_building, bash-4.2\builtins\mkbuiltins.c, 0
produces_handler, bash-4.2\builtins\mkbuiltins.c, 0
remove_trailing_whitespace, bash-4.2\builtins\mkbuiltins.c, 0
rename, bash-4.2\builtins\mkbuiltins.c, 0
save_builtin, bash-4.2\builtins\mkbuiltins.c, 0
short_doc_handler, bash-4.2\builtins\mkbuiltins.c, 0
strip_whitespace, bash-4.2\builtins\mkbuiltins.c, 0
write_builtins, bash-4.2\builtins\mkbuiltins.c, 0
write_documentation, bash-4.2\builtins\mkbuiltins.c, 0
write_endifs, bash-4.2\builtins\mkbuiltins.c, 0
write_file_footers, bash-4.2\builtins\mkbuiltins.c, 0
write_file_headers, bash-4.2\builtins\mkbuiltins.c, 0
write_helpfiles, bash-4.2\builtins\mkbuiltins.c, 0
write_ifdefs, bash-4.2\builtins\mkbuiltins.c, 0
write_longdocs, bash-4.2\builtins\mkbuiltins.c, 0
xmalloc, bash-4.2\xmalloc.c, 0
xrealloc, bash-4.2\xmalloc.c, 0
_rl_callback_newline, bash-4.2\lib\readline\callback.c, 0
template_builtin, bash-4.2\examples\loadables\template.c, 0
libintl_dngettext, bash-4.2\lib\intl\dngettext.c, 0
count_all_jobs, bash-4.2\nojobs.c, 0
glue_prefix_and_suffix, bash-4.2\lib\tilde\tilde.c, 0
programming_error, bash-4.2\CWRU\misc\errlist.c, 0
sh_unset_nodelay_mode, bash-4.2\general.c, 0
trap_to_sighandler, bash-4.2\trap.c, 0
bgp_clear, bash-4.2\jobs.c, 0
bgp_prune, bash-4.2\jobs.c, 0
cleanup_dead_jobs, bash-4.2\jobs.c, 0
compact_jobs_list, bash-4.2\jobs.c, 0
current_working_directory, bash-4.2\jobs.c, 0
discard_pipeline, bash-4.2\jobs.c, 0
find_last_pid, bash-4.2\jobs.c, 0
find_last_proc, bash-4.2\jobs.c, 0
file_error, bash-4.2\error.c, 0
freeze_jobs_list, bash-4.2\nojobs.c, 0
ignore_tty_job_signals, bash-4.2\jobs.h, 0
initialize_job_control, bash-4.2\nojobs.c, 0
isolate_tilde_prefix, bash-4.2\lib\tilde\tilde.c, 0
job_last_running, bash-4.2\jobs.c, 0
job_last_stopped, bash-4.2\jobs.c, 0
job_signal_status, bash-4.2\jobs.c, 0
job_working_directory, bash-4.2\jobs.c, 0
main, bash-4.2\lib\readline\examples\rl.c, 0
map_over_jobs, bash-4.2\jobs.c, 0
mark_all_jobs_as_dead, bash-4.2\jobs.c, 0
make_child, bash-4.2\nojobs.c, 0
most_recent_job_in_state, bash-4.2\jobs.c, 0
notify_of_job_status, bash-4.2\jobs.c, 0
pretty_print_job, bash-4.2\jobs.c, 0
print_job, bash-4.2\jobs.c, 0
print_pipeline, bash-4.2\jobs.c, 0
printable_job_status, bash-4.2\jobs.c, 0
process_exit_signal, bash-4.2\jobs.c, 0
memory_out, bash-4.2\lib\termcap\termcap.c, 0
processes_in_job, bash-4.2\jobs.c, 0
raw_job_exit_status, bash-4.2\jobs.c, 0
realloc_jobs_list, bash-4.2\jobs.c, 0
reset_current, bash-4.2\jobs.c, 0
reset_job_indices, bash-4.2\jobs.c, 0
reap_dead_jobs, bash-4.2\nojobs.c, 0
set_current_job, bash-4.2\jobs.c, 0
set_job_running, bash-4.2\jobs.c, 0
set_job_status_and_cleanup, bash-4.2\jobs.c, 0
set_new_line_discipline, bash-4.2\jobs.c, 0
restore_sigint_handler, bash-4.2\nojobs.c, 0
setjstatus, bash-4.2\jobs.c, 0
sigchld_handler, bash-4.2\jobs.c, 0
sigcont_sighandler, bash-4.2\jobs.c, 0
sigstop_sighandler, bash-4.2\jobs.c, 0
start_pipeline, bash-4.2\jobs.h, 0
stop_making_children, bash-4.2\nojobs.c, 0
tcgetpgrp, bash-4.2\jobs.c, 0
tilde_find_suffix, bash-4.2\lib\tilde\tilde.c, 0
usage, bash-4.2\support\bashversion.c, 0
wait_for_background_pids, bash-4.2\nojobs.c, 0
confstr, bash-4.2\examples\loadables\getconf.c, 0
getconf_all, bash-4.2\examples\loadables\getconf.c, 0
getconf_builtin, bash-4.2\examples\loadables\getconf.c, 0
getconf_help, bash-4.2\examples\loadables\getconf.c, 0
getconf_one, bash-4.2\examples\loadables\getconf.c, 0
getconf_print, bash-4.2\examples\loadables\getconf.c, 0
pathconf, bash-4.2\examples\loadables\getconf.c, 0
sysconf, bash-4.2\examples\loadables\getconf.c, 0
mark_dead_jobs_as_notified, bash-4.2\nojobs.c, 0
usage, bash-4.2\mksyntax.c, 0
xfree, bash-4.2\lib\readline\xfree.c, 0
xmalloc, bash-4.2\lib\termcap\tparam.c, 0
path_is_devfd, bash-4.2\lib\sh\eaccess.c, 0
sh_stataccess, bash-4.2\lib\sh\eaccess.c, 0
collsym, bash-4.2\lib\glob\smatch.c, 0
is_cclass, bash-4.2\lib\glob\smatch.c, 0
_run_trap_internal, bash-4.2\trap.c, 0
change_signal, bash-4.2\trap.c, 0
free_trap_command, bash-4.2\trap.c, 0
free_trap_string, bash-4.2\trap.c, 0
get_original_signal, bash-4.2\trap.c, 0
initialize_signames, bash-4.2\support\signames.c, 0
reset_or_restore_signal_handlers, bash-4.2\trap.c, 0
reset_signal, bash-4.2\trap.c, 0
restore_signal, bash-4.2\trap.c, 0
set_original_signal, bash-4.2\trap.c, 0
trap_handler, bash-4.2\trap.c, 0
main, bash-4.2\CWRU\misc\sigstat.c, 0
xfree, bash-4.2\xmalloc.c, 0
xmalloc, bash-4.2\lib\termcap\termcap.c, 0
make_bare_simple_command, bash-4.2\make_cmd.c, 0
make_command, bash-4.2\make_cmd.c, 0
make_word_flags, bash-4.2\make_cmd.c, 0
make_word_from_token, bash-4.2\make_cmd.c, 0
bind_textdomain_codeset, bash-4.2\lib\intl\intl-compat.c, 0
bindtextdomain, bash-4.2\lib\intl\intl-compat.c, 0
dcgettext, bash-4.2\lib\intl\intl-compat.c, 0
dcngettext, bash-4.2\lib\intl\intl-compat.c, 0
dgettext, bash-4.2\lib\intl\intl-compat.c, 0
dngettext, bash-4.2\lib\intl\intl-compat.c, 0
gettext, bash-4.2\lib\intl\intl-compat.c, 0
ngettext, bash-4.2\lib\intl\intl-compat.c, 0
textdomain, bash-4.2\lib\intl\intl-compat.c, 0
asprintf, bash-4.2\lib\sh\snprintf.c, 0
chkinfnan, bash-4.2\lib\sh\snprintf.c, 0
dfallback, bash-4.2\lib\sh\snprintf.c, 0
exponent, bash-4.2\lib\sh\snprintf.c, 0
floating, bash-4.2\lib\sh\snprintf.c, 0
groupnum, bash-4.2\lib\sh\snprintf.c, 0
init_conv_flag, bash-4.2\lib\sh\snprintf.c, 0
init_data, bash-4.2\lib\sh\snprintf.c, 0
integral, bash-4.2\lib\sh\snprintf.c, 0
isinf, bash-4.2\lib\sh\snprintf.c, 0
isnan, bash-4.2\lib\sh\snprintf.c, 0
log_10, bash-4.2\lib\sh\snprintf.c, 0
number, bash-4.2\lib\sh\snprintf.c, 0
numtoa, bash-4.2\lib\sh\snprintf.c, 0
pointer, bash-4.2\lib\sh\snprintf.c, 0
pow_10, bash-4.2\lib\sh\snprintf.c, 0
snprintf, bash-4.2\lib\sh\snprintf.c, 0
strings, bash-4.2\lib\sh\snprintf.c, 0
vasprintf, bash-4.2\lib\sh\snprintf.c, 0
vsnprintf, bash-4.2\lib\sh\snprintf.c, 0
vsnprintf_internal, bash-4.2\lib\sh\snprintf.c, 0
_rl_find_next_mbchar, bash-4.2\lib\readline\mbutil.c, 0
_rl_find_prev_mbchar, bash-4.2\lib\readline\mbutil.c, 0
_rl_nsearch_abort, bash-4.2\lib\readline\search.c, 0
_rl_nsearch_cleanup, bash-4.2\lib\readline\search.c, 0
_rl_nsearch_dispatch, bash-4.2\lib\readline\search.c, 0
_rl_nsearch_dosearch, bash-4.2\lib\readline\search.c, 0
_rl_nsearch_init, bash-4.2\lib\readline\search.c, 0
make_history_line_current, bash-4.2\lib\readline\search.c, 0
noninc_dosearch, bash-4.2\lib\readline\search.c, 0
noninc_search, bash-4.2\lib\readline\search.c, 0
noninc_search_from_pos, bash-4.2\lib\readline\search.c, 0
rl_history_search_internal, bash-4.2\lib\readline\search.c, 0
rl_history_search_reinit, bash-4.2\lib\readline\search.c, 0
mindist, bash-4.2\lib\sh\spell.c, 0
spdist, bash-4.2\lib\sh\spell.c, 0
locale_setblanks, bash-4.2\locale.c, 0
reset_locale_vars, bash-4.2\locale.c, 0
_rl_bind_tty_special_chars, bash-4.2\lib\readline\rltty.c, 0
get_tty_settings, bash-4.2\lib\readline\rltty.c, 0
prepare_terminal_settings, bash-4.2\lib\readline\rltty.c, 0
rltty_set_default_bindings, bash-4.2\lib\readline\rltty.c, 0
save_tty_chars, bash-4.2\lib\readline\rltty.c, 0
set_special_char, bash-4.2\lib\readline\rltty.c, 0
set_tty_settings, bash-4.2\lib\readline\rltty.c, 0
set_winsize, bash-4.2\lib\readline\rltty.c, 0
_evalfile, bash-4.2\builtins\evalfile.c, 0
source_file, bash-4.2\builtins\evalfile.c, 0
main, bash-4.2\support\bashversion.c, 0
glob_vector, bash-4.2\lib\glob\glob.h, 0
finddirs, bash-4.2\lib\glob\glob.c, 0
glob_dir_to_array, bash-4.2\lib\glob\glob.c, 0
glob_filename, bash-4.2\lib\glob\glob.c, 0
glob_pattern_p, bash-4.2\lib\glob\glob.c, 0
glob_testdir, bash-4.2\lib\glob\glob.c, 0
skipname, bash-4.2\lib\glob\glob.c, 0
udequote_pathname, bash-4.2\lib\glob\glob.c, 0
uname_builtin, bash-4.2\examples\loadables\uname.c, 0
uprint, bash-4.2\examples\loadables\uname.c, 0
basename_builtin, bash-4.2\examples\loadables\basename.c, 0
_path_readlink, bash-4.2\lib\sh\pathphys.c, 0
bperl_builtin, bash-4.2\examples\loadables\perl\bperl.c, 0
init_signames, bash-4.2\CWRU\misc\sigstat.c, 0
sigstat, bash-4.2\CWRU\misc\sigstat.c, 0
__mktime_internal, bash-4.2\lib\sh\mktime.c, 0
mktime, bash-4.2\lib\sh\mktime.c, 0
my_localtime_r, bash-4.2\lib\sh\mktime.c, 0
ydhms_tm_diff, bash-4.2\lib\sh\mktime.c, 0
_rl_copy_to_kill_ring, bash-4.2\lib\readline\kill.c, 0
_rl_copy_word_as_kill, bash-4.2\lib\readline\kill.c, 0
region_kill_internal, bash-4.2\lib\readline\kill.c, 0
rl_yank_nth_arg_internal, bash-4.2\lib\readline\kill.c, 0
id_builtin, bash-4.2\examples\loadables\id.c, 0
id_prall, bash-4.2\examples\loadables\id.c, 0
id_prgroups, bash-4.2\examples\loadables\id.c, 0
id_prgrp, bash-4.2\examples\loadables\id.c, 0
id_pruser, bash-4.2\examples\loadables\id.c, 0
inituser, bash-4.2\examples\loadables\id.c, 0
set_deftext, bash-4.2\lib\readline\examples\rl.c, 0
main, bash-4.2\builtins\mkbuiltins.c, 0
printenv_builtin, bash-4.2\examples\loadables\printenv.c, 0
strlist_from_word_list, bash-4.2\lib\sh\stringlist.c, 0
strlist_to_word_list, bash-4.2\lib\sh\stringlist.c, 0
tilde_expand, bash-4.2\lib\tilde\tilde.c, 0
get_tty_state, bash-4.2\jobs.h, 0
initialize_job_signals, bash-4.2\nojobs.c, 0
strerror, bash-4.2\mksyntax.c, 0
tilde_expand_word, bash-4.2\lib\tilde\tilde.h, 0
tilde_find_prefix, bash-4.2\lib\tilde\tilde.c, 0
isleap, bash-4.2\lib\sh\strftime.c, 0
iso8601wknum, bash-4.2\lib\sh\strftime.c, 0
max, bash-4.2\lib\sh\strftime.c, 0
min, bash-4.2\lib\sh\strftime.c, 0
weeknumber, bash-4.2\lib\sh\strftime.c, 0
make_path, bash-4.2\examples\loadables\mkdir.c, 0
mkdir_builtin, bash-4.2\examples\loadables\mkdir.c, 0
make_cond_command, bash-4.2\make_cmd.c, 0
make_for_or_select, bash-4.2\make_cmd.c, 0
make_until_or_while, bash-4.2\make_cmd.c, 0
tt_setcbreak, bash-4.2\lib\sh\shtty.c, 0
tt_seteightbit, bash-4.2\lib\sh\shtty.c, 0
tt_setnocanon, bash-4.2\lib\sh\shtty.c, 0
tt_setnoecho, bash-4.2\lib\sh\shtty.c, 0
tt_setonechar, bash-4.2\lib\sh\shtty.c, 0
ttattr, bash-4.2\lib\sh\shtty.c, 0
ttcbreak, bash-4.2\lib\sh\shtty.c, 0
tteightbit, bash-4.2\lib\sh\shtty.c, 0
ttfd_cbreak, bash-4.2\lib\sh\shtty.c, 0
ttfd_eightbit, bash-4.2\lib\sh\shtty.c, 0
ttfd_nocanon, bash-4.2\lib\sh\shtty.c, 0
ttfd_noecho, bash-4.2\lib\sh\shtty.c, 0
ttfd_onechar, bash-4.2\lib\sh\shtty.c, 0
ttnocanon, bash-4.2\lib\sh\shtty.c, 0
ttnoecho, bash-4.2\lib\sh\shtty.c, 0
ttonechar, bash-4.2\lib\sh\shtty.c, 0
ttrestore, bash-4.2\lib\sh\shtty.c, 0
ttsave, bash-4.2\lib\sh\shtty.c, 0
rename, bash-4.2\lib\sh\rename.c, 0
ere_char, bash-4.2\pathexp.c, 0
glob_name_is_acceptable, bash-4.2\pathexp.c, 0
ignore_globbed_names, bash-4.2\pathexp.c, 0
split_ignorespec, bash-4.2\pathexp.c, 0
finfo_builtin, bash-4.2\examples\loadables\finfo.c, 0
finfo_main, bash-4.2\examples\loadables\finfo.c, 0
getperm, bash-4.2\examples\loadables\finfo.c, 0
getstat, bash-4.2\examples\loadables\finfo.c, 0
octal, bash-4.2\examples\loadables\finfo.c, 0
perms, bash-4.2\examples\loadables\finfo.c, 0
printfinfo, bash-4.2\examples\loadables\finfo.c, 0
printmode, bash-4.2\examples\loadables\finfo.c, 0
printsome, bash-4.2\examples\loadables\finfo.c, 0
printst, bash-4.2\examples\loadables\finfo.c, 0
file_head, bash-4.2\examples\loadables\head.c, 0
head_builtin, bash-4.2\examples\loadables\head.c, 0
munge_list, bash-4.2\examples\loadables\head.c, 0
ibuffer_space, bash-4.2\lib\readline\input.c, 0
rl_gather_tyi, bash-4.2\lib\readline\input.c, 0
rl_get_char, bash-4.2\lib\readline\input.c, 0
bind_termcap_arrow_keys, bash-4.2\lib\readline\terminal.c, 0
get_term_capabilities, bash-4.2\lib\readline\terminal.c, 0
sleep_builtin, bash-4.2\examples\loadables\sleep.c, 0
_cut_strsep, bash-4.2\examples\loadables\cut.c, 0
c_cut, bash-4.2\examples\loadables\cut.c, 0
cut_builtin, bash-4.2\examples\loadables\cut.c, 0
f_cut, bash-4.2\examples\loadables\cut.c, 0
get_list, bash-4.2\examples\loadables\cut.c, 0
write_signames, bash-4.2\support\mksignames.c, 0
main, bash-4.2\lib\readline\examples\rlcat.c, 0
main, bash-4.2\support\man2html.c, 0
main, bash-4.2\support\xcase.c, 0
main, bash-4.2\support\printenv.c, 0
main, bash-4.2\CWRU\misc\open-files.c, 0
main, bash-4.2\lib\readline\examples\excallback.c, 0
main, bash-4.2\support\recho.c, 0
main, bash-4.2\CWRU\misc\sigs.c, 0
main, bash-4.2\mksyntax.c, 0
main, bash-4.2\shell.c, 0
main, bash-4.2\CWRU\misc\errlist.c, 0
main, bash-4.2\builtins\psize.c, 0
main, bash-4.2\lib\readline\examples\histexamp.c, 0
main, bash-4.2\lib\readline\examples\fileman.c, 0
main, bash-4.2\support\zecho.c, 0
main, bash-4.2\lib\readline\examples\rltest.c, 0
usage, bash-4.2\lib\readline\examples\rlcat.c, 0
usage, bash-4.2\support\man2html.c, 0
xrealloc, bash-4.2\lib\termcap\termcap.c, 0
yydestruct, bash-4.2\lib\intl\plural.c, 0
yydestruct, bash-4.2\y.tab.c, 0
