"","name","Spearman","Spearman.T","Pearson","Pearson.T"
"1","wmc",0.314245033897024,0.662027097258901,0.378792310824445,0.818584114641308
"2","dit",-0.026123015701173,-0.0522638671894479,-0.00186037210932452,-0.00372075065738458
"3","noc",0.0909442593598712,0.182645404121472,0.0549159990641545,0.10999798751697
"4","cbo",0.217623951145338,0.445935782530788,0.223544214105095,0.458696292906933
"5","rfc",0.356341649438804,0.762753709887068,0.45929364417462,1.03411383512821
"6","lcom",0.25925161656148,0.536858525264976,0.307575722358324,0.646490996205001
